Station Name,Line,Station Number,Lattitude,Longitude,ID
59 Street - Columbus Cricel,C,14,40.767997,-73.981934,1514
50 Street,C,15,40.762276,-73.986139,1515
42 Street - Port Authority Bus Terminal,C,16,40.756,-73.987,1516
34 Street - Penn Station,C,17,40.752166,-73.993521,1517
23 Street,C,18,40.745274,-73.998499,1518
14 Street,C,19,40.739779,-74.002533,1519
West 4 Street,C,20,40.731682,-74.000945,1520
Spring Street,C,21,40.725503,-74.004035,1521
Canal Street,C,22,40.72186,-74.005365,1522
Chambers Street,C,23,40.712655,-74.009657,1523
Fulton Street,C,24,40.710206,-74.007744,1524
High Street,C,25,40.698889,-73.989722,1525
Jay Street - Metro Tech,C,26,40.693681,-73.987233,1526
Hoyt Street - Schermerhorn Street,C,27,40.689022,-73.986142,1527
Lafayette Avenue,C,28,40.686268,-73.974466,1528
Clinton-Washington Avenues,C,29,40.683176,-73.965883,1529
Franklin Avenue,C,30,40.681126,-73.955712,1530
Nostrand Avenue,C,31,40.680345,-73.949575,1531
Kingston-Throop Avenues,C,32,40.679857,-73.940606,1532
Utica Avenue,C,33,40.679239,-73.929062,1533
Ralph Avenue,C,34,40.678815,-73.92168,1534
Rockaway Avenue,C,35,40.67823,-73.910823,1535
Broadway Junction (East New York),C,36,40.678919,-73.903453,1536
Liberty Avenue,C,37,40.674357,-73.896489,1537
Van Siclen Avenue,C,38,40.672697,-73.890266,1538
Shepherd Avenue,C,39,40.674064,-73.880825,1539
Euclid Avenue,C,40,40.675366,-73.871899,1540
Norwood - 205 Street,D,1,40.874908,-73.879452,1601
Bedford Park Boulevard,D,2,40.872507,-73.887906,1602
Kingsbridge Road,D,3,40.866146,-73.894343,1603
Fordham Road,D,4,40.862414,-73.897133,1604
182-183 Streets,D,5,40.856766,-73.900309,1605
Tremont Avenue,D,6,40.849463,-73.905973,1606
174-175 Streets,D,7,40.845892,-73.910179,1607
170 Street,D,8,40.838814,-73.913741,1608
167 Street,D,9,40.8345,-73.9177,1609
161 Street - Yankee Stadium,D,10,40.827937,-73.925886,1610
155 Street,D,11,40.829917,-73.939104,1611
145 Street,D,12,40.82404,-73.944769,1612
125 Street,D,13,40.810756,-73.952665,1613
59 Street - Columbus Circle,D,14,40.767997,-73.981934,1614
7 Avenue,D,15,40.762959,-73.981891,1615
47-50 Streets - Rockefeller Center,D,16,40.758603,-73.981376,1616
42 Street - Bryant Park,D,17,40.754799,-73.984208,1617
34 Street - Herald Square,D,18,40.749338,-73.987985,1618
West 4 Street - Washington Square,D,19,40.731682,-74.000945,1619
Broadway - Lafayette Street / Bleecker Street,D,20,40.725833,-73.994722,1620
Grand Street,D,21,40.718119,-73.993864,1621
DeKalb Avenue,D,22,40.690254,-73.982277,1622
Atlantic Avenue / Barclays Center / 4 Avenue,D,23,40.684462,-73.978758,1623
Union Street,D,24,40.678108,-73.98391,1624
9 Street,D,25,40.670956,-73.991397,1625
Prospect Avenue,D,26,40.666789,-73.994079,1626
25 Street,D,27,40.6605,-73.998,1627
36 Street,D,28,40.65445,-74.00455,1628
9 Avenue,D,29,40.646575,-73.994674,1629
Fort Hamilton Parkway,D,30,40.6407,-73.9944,1630
50 Street,D,31,40.63611,-73.99498,1631
55 Street,D,32,40.631892,-73.995709,1632
62 Street,D,33,40.626086,-73.997887,1633
71 Street,D,34,40.619165,-73.998992,1634
79 Street,D,35,40.61339,-74.001514,1635
18 Avenue,D,36,40.608667,-74.002115,1636
20 Avenue,D,37,40.6047,-73.9985,1637
Bay Parkway,D,38,40.602655,-73.994293,1638
25 Avenue,D,39,40.598607,-73.987352,1639
Bay 50 Street,D,40,40.589279,-73.984122,1640
Coney Island - Stillwell Avenue,D,41,40.577342,-73.981139,1641
Jamaica Center - Parsons/Archer,E,1,40.702407,-73.799973,1701
Sutphin Boulevard / Archer Avenue / JFK Airport,E,2,40.700488,-73.80774,1702
Jamaica - Van Wyck,E,3,40.701905,-73.81656,1703
Briarwood,E,4,40.70969,-73.8196,1704
Kew Gardens - Union Turnpike,E,5,40.714151,-73.830786,1705
75 Avenue,E,6,40.71864,-73.837738,1706
Forest Hills - 71 Avenue,E,7,40.721404,-73.844004,1707
67 Avenue,E,8,40.726966,-73.853703,1708
63 Drive - Rego Park,E,9,40.73,-73.862,1709
Woodhaven Boulevard,E,10,40.73347,-73.870397,1710
Grand Avenue - Newtown,E,11,40.73695,-73.877521,1711
Elmhurst Avenue,E,12,40.741795,-73.88104,1712
Jackson Heights - Roosevelt Avenue,E,13,40.746764,-73.891519,1713
65 Street,E,14,40.7494,-73.8973,1714
Northern Boulevard,E,15,40.753239,-73.906918,1715
46 Street,E,16,40.756685,-73.914256,1716
Steinway Street,E,17,40.758668,-73.918934,1717
36 Street,E,18,40.752036,-73.927903,1718
Queens Plaza,E,19,40.748915,-73.937387,1719
Court Sqaure - 23 Street,E,20,40.747615,-73.945069,1720
Lexington Avenue / 53 Street,E,21,40.757075,-73.971977,1721
5 Avenue / 53 Street,E,22,40.760326,-73.975754,1722
7 Avenue,E,23,40.762959,-73.981891,1723
50 Street,E,24,40.762276,-73.986139,1724
42 Street - Port Authority Bus Terminal,E,25,40.756,-73.987,1725
34 Street - Penn Station,E,26,40.752166,-73.993521,1726
23 Street,E,27,40.745274,-73.998499,1727
14 Street,E,28,40.739779,-74.002533,1728
West 4 Street,E,29,40.731682,-74.000945,1729
Spring Street,E,30,40.725503,-74.004035,1730
Canal Street,E,31,40.72186,-74.005365,1731
World Trade Center,E,32,40.712655,-74.009657,1732
Jamaica - 179 Street,F,1,40.712459,-73.78448,1801
169 Street,F,2,40.710638,-73.793063,1802
Parsons Boulevard,F,3,40.70771,-73.802762,1803
Sutphin Boulevard,F,4,40.705726,-73.809714,1804
Briarwood,F,5,40.70969,-73.8196,1805
Kew Gardens Union Turnpike,F,6,40.714151,-73.830786,1806
75 Avenue,F,7,40.71864,-73.837738,1807
Forest Hills - 71 Avenue,F,8,40.721404,-73.844004,1808
Jackson Heights - Roosevelt Avenue,F,9,40.746764,-73.891519,1809
21 Street - Queensbridge / 41 Avenue,F,10,40.753954,-73.942451,1810
Roosevelt Island,F,11,40.759188,-73.953438,1811
Lexington Avenue / 63 Street,F,12,40.764649,-73.966398,1812
57 Street,F,13,40.764259,-73.977213,1813
47-50 Streets - Rockefeller Center,F,14,40.758603,-73.981376,1814
42 Street - Bryant Park,F,15,40.754799,-73.984208,1815
34 Street - Herald Square,F,16,40.749338,-73.987985,1816
23 Street,F,17,40.742933,-73.992877,1817
14 Street,F,18,40.737328,-73.996796,1818
West 4 Street,F,19,40.731682,-74.000945,1819
Broadway - Lafayette Street / Bleecker Street,F,20,40.725833,-73.994722,1820
Lower East Side - 2 Avenue,F,21,40.723616,-73.991117,1821
Delancey Street,F,22,40.71851,-73.988199,1822
East Broadway,F,23,40.714216,-73.990259,1823
York Street,F,24,40.701529,-73.986783,1824
Jay Street - Metro Tech,F,25,40.693681,-73.987233,1825
Bergen Street,F,26,40.687253,-73.990006,1826
Carroll Street,F,27,40.6802,-73.9948,1827
Smith - 9 Streets,F,28,40.67425,-73.996842,1828
4 Avenue,F,29,40.670956,-73.991397,1829
7 Avenue,F,30,40.666831,-73.9816,1830
15 Street - Prospect Park,F,31,40.660544,-73.979983,1831
Fort Hamilton Parkway,F,32,40.651456,-73.975856,1832
Church Avenue,F,33,40.642792,-73.979431,1833
Ditmas Avenue,F,34,40.636264,-73.978172,1834
18 Avenue,F,35,40.629625,-73.976964,1835
Avenue I,F,36,40.625922,-73.976219,1836
Bay Parkway,F,37,40.620861,-73.975231,1837
Avenue N,F,38,40.615044,-73.974219,1838
Avenue P,F,39,40.608739,-73.973014,1839
Kings Highway,F,40,40.603186,-73.972344,1840
Avenue U,F,41,40.59615,-73.973319,1841
Avenue X,F,42,40.590142,-73.974125,1842
Neptune Avenue,F,43,40.580397,-73.974567,1843
West 8 Street - New York Aquarium,F,44,40.576178,-73.9758,1844
Coney Island - Stillwell Avenue,F,45,40.577342,-73.981139,1845
Court Square,G,1,40.747615,-73.945069,1901
21 Street,G,2,40.744591,-73.948674,1902
Greenpoint Avenue,G,3,40.730153,-73.954296,1903
Nassau Avenue,G,4,40.723811,-73.95082,1904
Metropolitan Avenue,G,5,40.712752,-73.951464,1905
Broadway,G,6,40.705433,-73.950219,1906
Flushing Avenue,G,7,40.699739,-73.950176,1907
Myrtle - Willoughby Avenue,G,8,40.694631,-73.949103,1908
Bedford - Nostrand Avenues,G,9,40.689587,-73.953567,1909
Classon Avenue,G,10,40.688839,-73.960047,1910
Clinton-Washington Avenues,G,11,40.688058,-73.96687,1911
Fulton Street,G,12,40.686984,-73.976269,1912
Hoyt Street - Schermerhorn Street,G,13,40.689022,-73.986142,1913
Bergen Street,G,14,40.687253,-73.990006,1914
Carroll Street,G,15,40.6802,-73.9948,1915
Smith - 9 Streets,G,16,40.67425,-73.996842,1916
4 Avenue,G,17,40.670956,-73.991397,1917
7 Avenue,G,18,40.666831,-73.9816,1918
15 Street - Prospect Park,G,19,40.660544,-73.979983,1919
Fort Hamilton Parkway,G,20,40.651456,-73.975856,1920
Church Avenue,G,21,40.642792,-73.979431,1921
Jamaica Center - Parsons/Archer,J,1,40.702407,-73.799973,2001
Sutphin Boulevard / Archer Avenue / JFK Airport,J,2,40.700488,-73.80774,2002
121 Street,J,3,40.700357,-73.82894,2003
111 Street,J,4,40.696876,-73.837223,2004
104 Street,J,5,40.695184,-73.843231,2005
Woodhaven Boulevard,J,6,40.693622,-73.852158,2006
85 Street - Forest Parkway,J,7,40.692418,-73.86014,2007
75 Street,J,8,40.691377,-73.866534,2008
Cypress Hills,J,9,40.689722,-73.873056,2009
Crescent Street,J,10,40.683655,-73.872414,2010
Norwood Avenue,J,11,40.681582,-73.879151,2011
Cleveland Street,J,12,40.679629,-73.885589,2012
Van Siclen Avenue,J,13,40.678002,-73.891726,2013
Alabama Avenue,J,14,40.67683,-73.900008,2014
Broadway Junction (Eastern Parkway),J,15,40.678919,-73.903453,2015
Chauncey Street,J,16,40.682623,-73.910136,2016
Halsey Street,J,17,40.685682,-73.915458,2017
Gates Avenue,J,18,40.68949,-73.922067,2018
Kosciuszko Street,J,19,40.6933,-73.9287,2019
Myrtle Avenue,J,20,40.696944,-73.935278,2020
Flushing Avenue,J,21,40.700683,-73.941979,2021
Lorimer Street,J,22,40.704099,-73.947902,2022
Hewes Street,J,23,40.706669,-73.953009,2023
Marcy Avenue,J,24,40.708361,-73.957944,2024
Essex Street,J,25,40.71851,-73.988199,2025
Bowery,J,26,40.720299,-73.994079,2026
Canal Street,J,27,40.718056,-74,2027
Chambers Street,J,28,40.712778,-74.004722,2028
Fulton Street,J,29,40.710206,-74.007744,2029
Broad Street,J,30,40.707059,-74.01073,2030
8 Avenue,L,1,40.739779,-74.002533,2101
6 Avenue,L,2,40.737328,-73.996796,2102
14 Street / Union Square,L,3,40.734722,-73.990278,2103
3 Avenue,L,4,40.733243,-73.987212,2104
1 Avenue,L,5,40.731324,-73.982577,2105
Bedford Avenue,L,6,40.71772,-73.95756,2106
Lorimer Street,L,7,40.712752,-73.951464,2107
Graham Avenue,L,8,40.714509,-73.944426,2108
Grand Street,L,9,40.711906,-73.940735,2109
Montrose Avenue,L,10,40.707612,-73.939877,2110
Morgan Avenue,L,11,40.706994,-73.923569,2111
Jefferson Street,L,12,40.706994,-73.923569,2112
DeKalb Avenue,L,13,40.704294,-73.919277,2113
Myrtle - Wyckoff Avenues,L,14,40.699511,-73.911166,2114
Halsey Street,L,15,40.696095,-73.905029,2115
Wilson Avenue,L,16,40.6885,-73.9044,2116
Bushwick Avenue - Aberdeen Street,L,17,40.682851,-73.905158,2117
Broadway Junction (Fulton Street),L,18,40.678919,-73.903453,2118
Atlantic Avenue,L,19,40.675724,-73.902969,2119
Sutter Avenue,L,20,40.668367,-73.901768,2120
Livonia Avenue,L,21,40.663745,-73.90048,2121
New Lots Avenue,L,22,40.659025,-73.899364,2122
East 105 Street,L,23,40.651308,-73.899021,2123
Canarsie - Rockway Parkway,L,24,40.645382,-73.902626,2124
Forest Hills - 71 Avenue,M,1,40.721404,-73.844004,2201
67 Avenue,M,2,40.726966,-73.853703,2202
63 Drive,M,3,40.73,-73.862,2203
Woodhaven Boulevard,M,4,40.73347,-73.870397,2204
Grand Avenue - Newtown,M,5,40.73695,-73.877521,2205
Elmhurst Avenue,M,6,40.741795,-73.88104,2206
Jackson Heights - Roosevelt Avenue,M,7,40.746764,-73.891519,2207
65 Street,M,8,40.7494,-73.8973,2208
Northern Boulevard,M,9,40.753239,-73.906918,2209
46 Street,M,10,40.756685,-73.914256,2210
Steinway Street,M,11,40.758668,-73.918934,2211
36 Street,M,12,40.752036,-73.927903,2212
Queens Plaza,M,13,40.748915,-73.937387,2213
Court Square - 23 Street,M,14,40.747615,-73.945069,2214
Lexington Avenue / 53 Street,M,15,40.757075,-73.971977,2215
5 Avenue / 53 Street,M,16,40.760326,-73.975754,2216
47-60 Streets - Rockefeller Center,M,17,40.758603,-73.981376,2217
42 Street - Bryant Park,M,18,40.754799,-73.984208,2218
34 Street - Herald Square,M,19,40.749338,-73.987985,2219
23 Street,M,20,40.742933,-73.992877,2220
14 Street,M,21,40.737328,-73.996796,2221
West 4 Street,M,22,40.731682,-74.000945,2222
Broadway - Lafayette Street / Bleecker Street,M,23,40.725833,-73.994722,2223
Essex Street,M,24,40.71851,-73.988199,2224
Marcy Avenue,M,25,40.708361,-73.957944,2225
Hewes Street,M,26,40.706669,-73.953009,2226
Lorimer Street,M,27,40.704099,-73.947902,2227
Flushing Avenue,M,28,40.700683,-73.941979,2228
Myrtle Avenue / Broadway,M,29,40.696944,-73.935278,2229
Central Avenue,M,30,40.698015,-73.9252,2230
Knickerbocker Avenue,M,31,40.698731,-73.918376,2231
Myrtle Avenue / Wyckoff Avenue,M,32,40.699511,-73.911166,2232
Seneca Avenue / Palmetto Street,M,33,40.702765,-73.907733,2233
Forest Avenue,M,34,40.704619,-73.901982,2234
Fresh Pond Road,M,35,40.705953,-73.896704,2235
Middle Village / Metropolitan Avenue,M,36,40.712232,-73.889194,2236
Astoria - Ditmars Boulevard,N,1,40.776089,-73.910737,2301
Astoria Boulevard,N,2,40.769979,-73.918161,2302
30 Avenue,N,3,40.766859,-73.921423,2303
Broadway,N,4,40.761951,-73.925414,2304
36 Avenue,N,5,40.756555,-73.929791,2305
39 Avenue,N,6,40.752686,-73.932924,2306
Queensboro Plaza,N,7,40.750653,-73.940344,2307
Lexington Avenue / 59 Street,N,8,40.762471,-73.9679,2308
5 Avenue / 59 Street,N,9,40.764779,-73.972621,2309
57 Street,N,10,40.765461,-73.980088,2310
49 Street,N,11,40.760423,-73.983779,2311
Times Square - 42 Street,N,12,40.756,-73.987,2312
34 Street - Herald Square,N,13,40.749338,-73.987985,2313
28 Street,N,14,40.745241,-73.988757,2314
23 Street,N,15,40.741339,-73.989272,2315
14 Street - Union Square,N,16,40.734722,-73.990278,2316
8 Street - New York University,N,17,40.730543,-73.992448,2317
Prince Street,N,18,40.724202,-73.997812,2318
Canal Street,N,19,40.718056,-74,2319
City Hall,N,20,40.71324,-74.007082,2320
Cortlandt Street,N,21,40.710735,-74.011245,2321
Rector Street,N,22,40.70771,-74.013004,2322
Whitehall Street South Ferry,N,23,40.702472,-74.012833,2323
Court Street - Borough Hall,N,24,40.693655,-73.990216,2324
Jay Street - Metro Tech,N,25,40.693681,-73.987233,2325
Dekalb Avenue,N,26,40.690254,-73.982277,2326
Atlantic Avenue,N,27,40.684462,-73.978758,2327
Union Street,N,28,40.678108,-73.98391,2328
4 Avenue / 9 Street,N,29,40.670956,-73.991397,2329
Prospect Avenue,N,30,40.666789,-73.994079,2330
25 Street,N,31,40.6605,-73.998,2331
36 Street,N,32,40.65445,-74.00455,2332
45 Street,N,33,40.649447,-74.009381,2333
53 Street,N,34,40.643611,-74.015517,2334
59 Street,N,35,40.641078,-74.018181,2335
8 Avenue,N,36,40.634558,-74.010694,2336
Fort Hamilton Parkway,N,37,40.6321,-74.006525,2337
New Utrecht Avenue,N,38,40.626086,-73.997887,2338
18 Avenue,N,39,40.620019,-73.989444,2339
20 Avenue,N,40,40.617164,-73.984844,2340
Bay Parkway,N,41,40.612886,-73.981992,2341
Kings Highway,N,42,40.603147,-73.980231,2342
Avenue U,N,43,40.596494,-73.978967,2343
86 Street,N,44,40.592656,-73.978261,2344
Coney Island - Stillwell Avenue,N,45,40.577342,-73.981139,2345
Astoria - Ditmars Boulevard,Q,1,40.776089,-73.910737,2401
Astoria Boulevard,Q,2,40.769979,-73.918161,2402
30 Avenue,Q,3,40.766859,-73.921423,2403
Broadway,Q,4,40.761951,-73.925414,2404
36 Avenue,Q,5,40.756555,-73.929791,2405
39 Avenue,Q,6,40.752686,-73.932924,2406
Queensboro Plaza,Q,7,40.750653,-73.940344,2407
Lexington Avenue / 59 Street,Q,8,40.762471,-73.9679,2408
5 Avenue / 59 Street,Q,9,40.764779,-73.972621,2409
57 Street,Q,10,40.765461,-73.980088,2410
49 Street,Q,11,40.760423,-73.983779,2411
Times Square - 42 Street,Q,12,40.756,-73.987,2412
34 Street - Herald Square,Q,13,40.749338,-73.987985,2413
28 Street,Q,14,40.745241,-73.988757,2414
23 Street,Q,15,40.741339,-73.989272,2415
14 Street - Union Square,Q,16,40.734722,-73.990278,2416
8 Street - New York University,Q,17,40.730543,-73.992448,2417
Prince Street,Q,18,40.724202,-73.997812,2418
Canal Street,Q,19,40.718056,-74,2419
Dekalb Avenue,Q,20,40.690254,-73.982277,2420
Atlantic Avenue,Q,21,40.684462,-73.978758,2421
7 Avenue,Q,22,40.679352,-73.973694,2422
Prospect Park,Q,23,40.661507,-73.962461,2423
Parkside Avenue,Q,24,40.65535,-73.961651,2424
Church Avenue,Q,25,40.64966,-73.963646,2425
Beverley Road,Q,26,40.644625,-73.964472,2426
Cortelyou Road,Q,27,40.641597,-73.9643,2427
Newkirk Plaza,Q,28,40.6357,-73.963,2428
Avenue H,Q,29,40.630003,-73.962016,2429
Avenue J,Q,30,40.625276,-73.961372,2430
Avenue M,Q,31,40.618269,-73.95961,2431
Kings Highway,Q,32,40.609229,-73.95884,2432
Avenue U,Q,33,40.598875,-73.955841,2433
Neck Road,Q,34,40.595124,-73.95528,2434
Sheepshead Bay,Q,35,40.587168,-73.953266,2435
Brighton Beach,Q,36,40.577598,-73.961565,2436
Ocean Parkway,Q,37,40.576252,-73.968587,2437
West 8 Street - New York Aquarium,Q,38,40.576178,-73.9758,2438
Coney Island - Stillwell Avenue,Q,39,40.577342,-73.981139,2439
Forest Hills - 71 Avenue,R,1,40.721404,-73.844004,2501
67 Avenue,R,2,40.726966,-73.853703,2502
63 Drive / Rego Park,R,3,40.73,-73.862,2503
Woodhaven Boulevard,R,4,40.73347,-73.870397,2504
Grand Avenue - Newtown,R,5,40.73695,-73.877521,2505
Elmhurst Avenue,R,6,40.741795,-73.88104,2506
Jackson Heights - Roosevelt Avenue,R,7,40.746764,-73.891519,2507
65 Street,R,8,40.7494,-73.8973,2508
Northern Boulevard,R,9,40.753239,-73.906918,2509
46 Street,R,10,40.756685,-73.914256,2510
Steinway Street,R,11,40.758668,-73.918934,2511
36 Street,R,12,40.752036,-73.927903,2512
Queens Plaza,R,13,40.748915,-73.937387,2513
Lexington Avenue,R,14,40.762471,-73.9679,2514
5 Avenue,R,15,40.764779,-73.972621,2515
57 Street,R,16,40.765461,-73.980088,2516
49 Street,R,17,40.760423,-73.983779,2517
Times Square - 42 Street,R,18,40.756,-73.987,2518
34 Street - Herald Square,R,19,40.749338,-73.987985,2519
28 Street,R,20,40.745241,-73.988757,2520
23 Street,R,21,40.741339,-73.989272,2521
14 Street - Union Square,R,22,40.734722,-73.990278,2522
8 Street - New York University,R,23,40.730543,-73.992448,2523
Prince Street,R,24,40.724202,-73.997812,2524
Canal Street,R,25,40.718056,-74,2525
City Hall,R,26,40.71324,-74.007082,2526
Cortlandt Street,R,27,40.710735,-74.011245,2527
Rector Street,R,28,40.70771,-74.013004,2528
Whitehall Street South Ferry,R,29,40.702472,-74.012833,2529
Court Street - Borough Hall,R,30,40.693655,-73.990216,2530
Jay Street - Metro Tech,R,31,40.693681,-73.987233,2531
Dekalb Avenue,R,32,40.690254,-73.982277,2532
Atlantic Avenue,R,33,40.684462,-73.978758,2533
Union Street,R,34,40.678108,-73.98391,2534
9 Street,R,35,40.670956,-73.991397,2535
Prospect Avenue,R,36,40.666789,-73.994079,2536
25 Street,R,37,40.6605,-73.998,2537
36 Street,R,38,40.65445,-74.00455,2538
45 Street,R,39,40.649447,-74.009381,2539
53 Street,R,40,40.643611,-74.015517,2540
59 Street,R,41,40.641078,-74.018181,2541
Bay Ridge Avenue,R,42,40.633678,-74.023853,2542
77 Street,R,43,40.628497,-74.025936,2543
86 Street,R,44,40.622694,-74.028383,2544
Bay Ridge - 95 Street,R,45,40.616167,-74.031222,2545
42 Street - Times Square,S1,1,40.756,-73.987,2601
42 Street - Grand Central,S1,2,40.752283,-73.977519,2602
Franklin Avenue,S2,1,40.681126,-73.955712,2701
Park Place,S2,2,40.674357,-73.957858,2702
Botanic Garden,S2,3,40.670711,-73.958545,2703
Prospect Park,S2,4,40.661507,-73.962461,2704
Broad Channel,S3,1,40.608618,-73.816,2801
Beach 90 Street,S3,2,40.588095,-73.813499,2802
Beach 98 Street,S3,3,40.585441,-73.820186,2803
Beach 105 Street,S3,4,40.538217,-73.827594,2804
Rockaway Park - Beach 116 Street,S3,5,40.580725,-73.83618,2805